Luis Armando Salazar Lopez A01114901
Carlos Moisés Chávez Jiménez A01637322

En este archivo de texto mostraremos la tabla con los datos obtenidos de cada iteracion.

La temperatura inicial es 9731.55
El costo del camino inicial es 164443

Iteración	Costo		Temperatura
1			163063		9634.23
2			158915		9537.89
3			160604		9442.51
4			161929		9348.09
5			160176		9254.61
6			162174		9162.06
7			161937		9070.44
8			165000		8979.74
9			165233		8889.94
10			166690		8801.04
11			166317		8713.03
12			166317		8625.9
13			169403		8539.64
14			168050		8454.24
15			168201		8369.7
16			168133		8286
17			166744		8203.14
18			164842		8121.11
19			164872		8039.9
20			164203		7959.5
21			167033		7879.91
22			165838		7801.11
23			165838		7723.1
24			165838		7645.87
25			167334		7569.41
26			164200		7493.71
27			165857		7418.78
28			166286		7344.59
29			170377		7271.14
30			170263		7198.43
31			169559		7126.45
32			169271		7055.18
33			169271		6984.63
34			169271		6914.79
35			170843		6845.64
36			171949		6777.18
37			173651		6709.41
38			171074		6642.31
39			171074		6575.89
40			166807		6510.13
41			166454		6445.03
42			172901		6380.58
43			171427		6316.77
44			171427		6253.61
45			171162		6191.07
46			171162		6129.16
47			168892		6067.87
48			168759		6007.19
49			167036		5947.12
50			166116		5887.65
51			165563		5828.77
52			162576		5770.48
53			162576		5712.78
54			165401		5655.65
55			165076		5599.09
56			164338		5543.1
57			163128		5487.67
58			163128		5432.79
59			163664		5378.47
60			163664		5324.68
61			161957		5271.44
62			161957		5218.72
63			163983		5166.53
64			166107		5114.87
65			169971		5063.72
66			171632		5013.08
67			170831		4962.95
68			170863		4913.32
69			169811		4864.19
70			172781		4815.55
71			170759		4767.39
72			171342		4719.72
73			169237		4672.52
74			169237		4625.8
75			166850		4579.54
76			167723		4533.74
77			170462		4488.4
78			170462		4443.52
79			168722		4399.09
80			171032		4355.09
81			171105		4311.54
82			172081		4268.43
83			175514		4225.74
84			175514		4183.49
85			176250		4141.65
86			170065		4100.24
87			172951		4059.23
88			171243		4018.64
89			170259		3978.45
90			171502		3938.67
91			171502		3899.28
92			171342		3860.29
93			169002		3821.69
94			169852		3783.47
95			168280		3745.64
96			166546		3708.18
97			166121		3671.1
98			168624		3634.39
99			168304		3598.04
100			170992		3562.06
101			169141		3526.44
102			165885		3491.18
103			165215		3456.27
104			163897		3421.7
105			163714		3387.49
106			162683		3353.61
107			161887		3320.08
108			158237		3286.87
109			156244		3254.01
110			155288		3221.47
111			155576		3189.25
112			154737		3157.36
113			154678		3125.79
114			154678		3094.53
115			154413		3063.58
116			154413		3032.95
117			154413		3002.62
118			154413		2972.59
119			157652		2942.86
120			157652		2913.44
121			157652		2884.3
122			159240		2855.46
123			159240		2826.9
124			160467		2798.64
125			159942		2770.65
126			163038		2742.94
127			164870		2715.51
128			164372		2688.36
129			164875		2661.47
130			164456		2634.86
131			164477		2608.51
132			166170		2582.43
133			164010		2556.6
134			164703		2531.04
135			164982		2505.73
136			171076		2480.67
137			170503		2455.86
138			169428		2431.3
139			168261		2406.99
140			166443		2382.92
141			166443		2359.09
142			166158		2335.5
143			165520		2312.15
144			165271		2289.02
145			166957		2266.13
146			165828		2243.47
147			168349		2221.04
148			168762		2198.83
149			166930		2176.84
150			167520		2155.07
151			168062		2133.52
152			164946		2112.18
153			163068		2091.06
